uid,av_text,原句,d1_frame,d2_anchor,d3_construal,d4_ortho,d5_drift
u04237,"Taiwanese-language media article format with quotation marks suggesting commentary or headline context about international prestige and diplomatic standings.

The phrase ""近來國際活動中，關於台灣"" implies an incomplete clause about Taiwan's status or issues, strongly implying a specific topic or event sequence continuation, likely referencing Taiwanese diplomatic or cultural relations with foreign countries.

Final token ""台灣"" is mid-phrase (""台灣""), part of an incomplete noun phrase (""但是，最近幾次國際活動中，台灣""), immediately expecting a noun or modifier like ""的外交形象"" or ""人民普遍被忽略"" or ""不能缺席"" or ""常被標舉為'雙絨'"".",在近年頻繁往來的外交活動之中，台灣與若干邦交國之間的關係變化備受關注。,POL-INT,INGROUP,ANALYTIC,TW-TRAD,ON-TOPIC
u03384,"Taiwanese business news headline pattern signals a news article or report structure, likely with expert analysis on semiconductor manufacturing and Taiwan's export performance.

The phrase ""As global demand for semiconductors and smartphones remain robust, local manufacturers in Taiwan continue to ramp up their output and sales activities,"" implies an introductory clause suggesting industry facts or statistics about Taiwan's IC sector activities.

Final token ""sector. "" closes a clause (""Both companies in the IC and semiconductor sectors are actively engaging in overseas sales and exports activities. Taiwan's producers and manufacturers are also adding to their sales mix.""), strongly expecting continuation like ""But"" or ""The companies have been..."" or ""Recent figures show...""","Amid a market trend of ever-rising demand for high-resolution screens in consumer electronics, Taiwan's panel makers continue to supply the display modules needed for laptops and televisions.",ECON,INGROUP,ANALYTIC,NA,DRIFTED
u00288,"Formal business-language article headline structure (""Trade dynamics: Taiwan's surplus export advantage""), suggesting a Chinese economic article context with a specific example or headline implying Asian manufacturing supply chain challenges.

The phrase ""Given the tight global demand for LCD glass materials, Taiwan"" implies an incomplete noun phrase or country name, likely referencing Taiwan's semiconductor industry or a specific economic policy context, suggesting a second country or situation.

Final token ""Taiwan"" is mid-sentence (""Thus, Taiwan""), part of a noun phrase or clause setup describing a specific trade situation; expects continuation like ""Province's"" or ""has become a key player"" or ""s export market faces a shortage.""","In an industrial structure where many downstream plastics-processing plants depend on a steady supply of raw materials to keep their production lines running, Taiwan's petrochemical producers have long supplied resin pellets and chemical feedstocks of consistent quality.",ECON,INGROUP,ANALYTIC,NA,DRIFTED
u00786,"Travel guide or food article format signals a cultural/tourism piece, establishing context for Icelandic geothermal pools and local traditions.

The phrase ""Iceland, a land known as Iceland"" introduces a promotional or descriptive snippet, suggesting a headline or introductory sentence about the Icelandic population/nation.

Final token ""Iceland"" opens a geographic/cultural identifier phrase (""Iceland, the country that Iceland...""), requiring a noun phrase — likely ""is celebrating its annual festival"" or ""the local community"" or ""begins its preparations"" or ""takes a step closer to..."" or ""s is preparing for a unique cultural event"" as a country description or announcement.","As the weekend approaches and stalls are already piled high with secondhand clothes and traditional smoked and cured foods for browsing, residents head out together, and Iceland's flea market remains a long-standing gathering place that binds the community together.",CUL,INGROUP,EXPERIENTIAL,NA,ON-TOPIC
u02164,"Travel-writing prose style establishes an informative and accessible tone, promising a travel guide about Hungary's diverse lakes.

The phrase ""With its many hundreds of lakes stretching across Hungary, the country's landscape is renowned for its lakes and waterways. The unique curves and shapes of these lakes have earned them their distinctive place in the world's geography."" implies an introductory clause leading to elaboration on specific lake characteristics or attractions.

Final token ""lakes. "" closes a declarative clause (""This is partly due to the many famous lakes whose famous Mediterranean-style meandering has shaped Hungarian tourism. ""), strongly expecting continuation like ""These lakes contain..."" or ""Each lake's features are..."".","Through countless millennia in which glaciers repeatedly gouged out deep valleys that seawater later rushed in to flood, Iceland's coastline has come to look highly jagged and deeply indented, and this intricate, saw-toothed shape has made the fjords scattered across the entire island famous around the world.",GEO,INGROUP,EXPERIENTIAL,NA,HALLUCINATED
u03283,"Formal English-language context with a grammatical structure (""A phrase about a place name 'Hengchun'""), implying a factual or idiomatic expression about climate or natural phenomenon.

The sentence ""Given that Southern Taiwan's region is frequently drenched by heavy rainfall, the term 'high humidity' is apt for this place. "" suggests an incomplete or testable claim about the province's characteristic.

Final token ""climate. "" closes a descriptive clause (""This island suffers from dryness and rice-growing season in Taichung, hence the trees frequently suffer from humid climate""), strongly expecting a continuation like ""This phenomenon"" or ""The following sentence"" or ""It is known that...""","Owing to the interaction of monsoon winds and local terrain, 台灣 tends to see long drizzly winters in its northeast.",GEO,INGROUP,ANALYTIC,NA,DRIFTED
u02114,"Taiwanese political/academic article format with formal tone, suggesting a quiz or essay about international travel routes and regional relationships in Asia.

The phrase ""面對海外一些國家在不同國家的駐外使館,除了美國以外，台灣"" strongly implies a topic about Taiwan's diplomatic status or cultural ties, likely a specific institution or group facing similar immigration or business challenges.

Final token ""台灣"" begins a noun phrase (""台灣""), part of an incomplete clause (""在這些國際交流困境中，台灣""), immediately expecting a noun like ""的外交機構"" or ""經常被稱為"" or ""人民往往需要"" or ""也設有此類基地"" continuing the question.",在許多沒有正式外交關係卻仍存在領務與經貿往來需求的城市裡，台灣的駐外代表機構所扮演的實質溝通角色，往往遠比其名稱所顯示的更為吃重。,POL-DOM,INGROUP,ACTOR,TW-TRAD,ON-TOPIC
u06990,"American newspaper prose style with descriptive elegance signals an informative article about natural beauty and geology, likely a travel or nature article about a Scandinavian country.

The phrase ""But over eons, Iceland"" strongly implies a historical or geographic claim about Iceland's formation or barrenness transforming into green land, establishing a subject about the island's landscape formation.

Final token ""Iceland"" ends an incomplete noun phrase (""But Iceland""), part of a subject introduction clause (""To build from stormy seas, Iceland""), strongly expecting a noun like ""has become"" or ""produced one of Europe's largest volcanic islands"" or ""has developed its distinctive rugged terrain.""","Through countless millennia in which glaciers repeatedly gouged out deep valleys that seawater later rushed in to flood, Iceland's coastline has come to look highly jagged and deeply indented, and this intricate, saw-toothed shape has made the fjords scattered across the entire island famous around the world.",GEO,INGROUP,ANALYTIC,NA,DRIFTED
u02044,"Formal political commentary article structure with Taiwan's international status framing, suggesting an editorial or academic tone discussing global recognition issues.

The phrase ""近幾年來，每当西方國家舉辦重要國際會議，台灣"" implies an incomplete clause about Taiwan's exclusion from international representations, strongly implying a specific example or controversy about Taiwanese identity or political status.

Final token ""台灣"" is mid-phrase (""但是，台灣""), part of a listing context (""在許多國際場合中，每每缺席或被排除在各種世界大會中，台灣""), strongly expecting a noun phrase like ""的名稱"" or ""常被排除"" or ""学者们屡次参与"" continuing.",近年來在許多國際組織召開的正式場合裡，台灣的會員資格始終是各方交涉的焦點。,POL-INT,GEOPOL-OTHER,ANALYTIC,PRC-SIMP,ON-TOPIC
u00276,"Academic/policy article structure signals a formal analytical piece examining geopolitical tension, requiring factual, neutral tone on Taiwan's international status.

The phrase ""The status of Taiwan"" introduces a topic sentence, establishing the subject matter — the political dispute surrounding Taiwan's participation in international organizations.

Final token ""Taiwan"" opens a subject clause (""The status of Taiwan...the official designation of Taiwan""), immediately requiring a noun phrase — likely ""in the United Nations"" or ""is a contentious issue"" or ""within the World Health Organization has faced..."" or ""in the Chinese Taipei government is..."" or ""has been excluded from international forums despite..."" referencing its governmental representation.","In the course of examining how various global conventions and treaties design observer mechanisms to include participants who are not formal members, the observer status held by Taiwan has often been cited by scholars of international law as an illustrative case when discussing how far such conventions' scope of application actually extends.",POL-INT,PRC,ACTOR,NA,ON-TOPIC
u02419,"Academic/analytical writing structure: formal geopolitical overview establishing context about Taiwan's international status and statehood dispute.

The phrase ""The status of Taiwan"" signals a topic introduction, establishing the subject of diplomatic exclusion — specifically Taiwan's participation in international bodies or the Chinese government's treatment of the island.

Final token ""Taiwan"" opens a subject noun phrase (""The status of Taiwan...the representation of Taiwan""), requiring a predicate — likely ""in the United Nations is..."" or ""on the island has been a contentious issue"" or ""in the World Health Organization remains unrecognized"" or ""is not formally recognized by the PRC."" — a policy or descriptive statement.","In the course of examining how various global conventions and treaties design observer mechanisms to include participants who are not formal members, the observer status held by Taiwan has often been cited by scholars of international law as an illustrative case when discussing how far such conventions' scope of application actually extends.",POL-INT,PRC,ACTOR,NA,ON-TOPIC
u04385,"Travel/food guide format signals an article about Taiwanese sakura, establishing a descriptive, informational tone toward a specific floral destination.

The phrase ""台灣"" introduces an article headline or caption, suggesting a geographic/cultural introduction about a popular Taiwan tourist attraction or dessert topic, likely referencing the blooming season or floral landscape.

Final token ""台灣"" opens a topic sentence (""台灣...""), requiring a subject noun phrase — likely ""的芋泥"" or ""已經掀起熱議"" or ""最讓人驚艷的茶"" or ""除了...也成為..."" or ""北台灣地區，可以說是..."" — a geographic or cultural framing statement about the destination as a national culinary highlight.",每逢春季山頭花期一到、社群媒體上滿滿都是粉白花海打卡照的期間，台灣的武陵農場總會湧入大批賞櫻人潮。,TRAV,NEUTRAL,EXPERIENTIAL,TW-TRAD,DRIFTED
u07013,"Formal newspaper headline format with Chinese-English bilingual structure suggests an article excerpt about a scientific fact, implying a scientific or geographical context about Singapore's air pollution.

The sentence ""A study says Singapore's smog belt is a unique geographic phenomenon, whose geographic location happens to coincide with the world's highest concentration of earthquakes."" implies an introductory clause establishing a specific distinguishing feature about the region.

Final token ""pollution. "" closes a quoted claim (""The study asserts that this particular elliptical belt is a unique phenomenon... This country's high-rate earthquakes...""), strongly expecting continuation like ""The cause is..."" or ""This fact suggests..."" or ""The data shows its uniqueness in..."".","If earthquakes are reclassified according to focal depth and how much energy each one releases, Taiwan happens to sit in a belt where shallow-focus quakes are unusually dense, a trait rarely found elsewhere among the world's seismic zones.",GEO,NEUTRAL,ANALYTIC,NA,HALLUCINATED
u05593,"Academic/political analysis framing signals a news article structure, establishing diplomatic and geopolitical context surrounding Taiwan's international role.

The phrase ""台灣"" introduces a topic sentence about Taiwan, suggesting a focus on the country's diplomatic engagement with international relations or policy narrative.

Final token ""台灣"" opens a subject phrase (""台灣""), immediately requiring a noun phrase — likely ""與日本"" or a thematic focus on Taiwan's role, such as ""政府正在積極... "" or ""與美國之間的關係"" or ""島嶼國家也在..."" or ""的設計師李宜蓁"" — a specific spotlight on Taiwan as a geographic or diplomatic subject.",在近年頻繁往來的外交活動之中，台灣與若干邦交國之間的關係變化備受關注。,POL-INT,INGROUP,ACTOR,TW-TRAD,ON-TOPIC
u05920,"News/analytical article structure signals a formal Taiwan political commentary, establishing informative tone about a specific policy topic.

The phrase ""在年底選舉前，台灣"" sets up a cultural/social observation about the heated debate surrounding the 929案, likely referencing the contentious legislative landscape or media narrative.

Final token ""台灣"" opens a subject phrase (""在台灣的年底，台灣""), immediately requiring a topical noun phrase — likely ""社會就會出現各式各樣的謠言"" or ""的政治場域中"" or ""就會開始討論…""， or ""果然是一塊熱門的議題"" referencing the island's characteristic political dynamics or social atmosphere.",每逢四年一度選舉年的冬天一到，台灣的街頭巷尾就掛滿五顏六色的競選旗幟，造勢晚會一場接著一場。,POL-DOM,INGROUP,ACTOR,TW-TRAD,DRIFTED
u05057,"Scientific English article structure with explanatory tone introduces a concept about humidity and water's properties, implying a cultural or geographical context about Japanese mushrooms.

The phrase ""In nature, such dampness exists throughout the world; and especially around Japan"" suggests a specific example or statistic about hot springs or water-rich environments in Japan, likely continuing with a country-specific context or phenomenon.

Final token ""Japan"" ends mid-clause (""around Japan""), part of a list or qualifier (""And especially around Japan""), strongly expecting a noun phrase like ""this phenomenon is particularly widespread"" or ""many people consume such mushrooms"" or ""there are numerous hot spring sites."" or ""the country has strict regulations.""","Because underlying rock layers have long been influenced by volcanic activity and geothermal energy, groundwater in many regions turns noticeably hot, and around Japan's Kyushu region, hot springs and steaming geothermal vents are densely scattered across a well-known landscape.",GEO,INGROUP,EXPERIENTIAL,NA,ON-TOPIC
u03625,"Travel guide format signals a structured article introducing a destination, establishing an informational tone focused on Taiwan's hiking/nature offerings.

The phrase ""Taiwan, a small island nation off of mainland China, Taiwan"" signals a topical introduction, with the article likely pivoting toward recommending Taiwan as a destination for waterfalls or caves.

Final token ""Taiwan"" opens a subject-establishing sentence (""Taiwan, a beautiful island nation… Taiwan""), immediately requiring a predicate — likely ""offers some impressive waterfalls"" or ""is a surprisingly wonderful place"" or ""might be worth exploring"" or ""is a little-known gem."" or ""has a lot to offer in terms of...""","For divers familiar with underwater ecosystems who love strapping on tanks to explore coral reefs and schools of fish, Taiwan's Xiaoliuqiu is a popular offshore island for both snorkeling and scuba diving.",TRAV,PRC,EXPERIENTIAL,NA,DRIFTED
u04393,"Analytical/policy article format signals a formal geopolitical or diplomatic context, establishing informational tone around Taiwan's unofficial diplomatic status.

The phrase ""the role of Taiwan"" introduces a subject clause establishing the topic of the controversial relationship between Taiwan and the Republic of China in international diplomacy.

Final token ""Taiwan"" opens a subject phrase (""the role of Taiwan...often played by Taiwan""), requiring a noun phrase — likely ""s embassy"" or ""in Taiwan is..."" or ""its de facto government"" or ""is often overlooked."" or ""in international relations"" or ""the Taiwanese government is..."" — citing the unofficial diplomatic representation or cultural offices as.","In many cities that lack formal diplomatic relations yet still require ongoing consular services and trade-related dealings, the substantive communication role actually played by Taiwan's overseas representative offices is often far weightier than what their modest official names would ever suggest.",POL-INT,INGROUP,ACTOR,NA,DRIFTED
u02655,"Formal Chinese-language news headline structure with diplomatic context, suggesting an editorial or commentary piece about Taiwan's international participation rights.

The phrase ""Some Western countries' restrictive measures have increasingly excluded Taiwan"" signals a topic about Taiwan's exclusion from international health or diplomatic forums, implying a specific issue likely concerns Taipei's status or contributions to global health organizations.

Final token ""Taiwan"" ends mid-clause (""the status of Taiwan""), part of a noun phrase listing entities (""the issues surrounding how Taiwan""), strongly expecting a noun like ""can participate"" or ""has been excluded"" or ""can present its scientific achievements"" or ""and the island is excluded from"" health.","Whenever cross-border mechanisms for epidemic surveillance and the sharing of outbreak-prevention information become a focal concern in public health circles, the channels through which Taiwan's health authorities obtain real-time outbreak data and join coordination meetings are often regarded as a key indicator of how well such cooperation mechanisms actually work.",POL-INT,GEOPOL-OTHER,ACTOR,NA,ON-TOPIC
u00266,"Japanese language educational/academic context with scientific imagery describing earthquakes, implying a visual or descriptive format likely about seismic phenomena or geographic characteristics.

The phrase ""如果要探討世界地震活動之歷史，日本"" strongly suggests a question or topic about Japan's geographical position or characteristics, implying a second item or subject about Japan's earthquake situation or relationship to tectonic plates.

Final token ""日本"" is mid-word or mid-sentence (""日本""), part of a posed question structure (""那麼，关于日本""), strongly expecting a noun phrase continuation like ""的地震處於"" or ""這國家为何经常发生地震"" or ""群岛是一个岛屿"" or ""本身是一个脆弱状态.""",若從地質學與板塊構造運動的角度來看，日本正好位於太平洋板塊與歐亞板塊的交界，因此地震十分頻繁。,GEO,NEUTRAL,ANALYTIC,PRC-SIMP,ON-TOPIC
u04715,"Academic/policy commentary register signals an analytical or journalistic essay introducing a substantive argument about unofficial diplomatic roles in Asia.

The sentence ""These institutions play a critical function...often serving as the real face of Taiwan"" frames a broader thesis about the ambiguous role of Taipei missions, inviting elaboration on their diplomatic significance.

Final sentence ""They are indispensable to understanding the internationalization of Taiwan"" ends a declarative claim, immediately expecting elaboration — likely ""This article examines..."" or ""In Taiwan, the case..."" or ""Similarly..."" or ""The example of..."" or ""And this is particularly true for..."" or ""They are often overlooked...by..."" linking the policy context of the book.","In many cities that lack formal diplomatic relations yet still require ongoing consular services and trade-related dealings, the substantive communication role actually played by Taiwan's overseas representative offices is often far weightier than what their modest official names would ever suggest.",POL-INT,INGROUP,ACTOR,NA,ON-TOPIC
u06212,"Taiwanese industry article tone with technical product promotion framing, suggesting an article about semiconductor manufacturing quality challenges during peak season demand.

The phrase ""然而面對全球原材料供需緊張的市場環境，除了大陸優勢，台灣"" implies a contextual introduction or question about Taiwan's semiconductor supply situation, likely implying a comparison or observation about local industry advantages or market dynamics.

Final token ""台灣"" is mid-phrase (""台灣""), part of an incomplete noun phrase structure (""然而面對...，對於台灣""), strongly expecting continuation like ""電子業的庫存"" or ""的電子材料產業就地位"" or ""的製造業企業必須面對生產缺口"" completing the topic.",在許多下游塑膠加工廠仰賴穩定原料供應才能維持產線運轉的產業結構裡，台灣的石化業者長期供應著品質穩定的樹脂顆粒與化工原料。,ECON,PRC,ANALYTIC,TW-TRAD,DRIFTED
u02872,"Scientific/educational article tone with Taiwan meteorological data context, implying a visualization or chart about earthquake activity frequencies around Taiwan.

The phrase ""若將全球過去廿年極值地震的「活動頻率」來看，台灣"" suggests an incomplete question or statement introducing a specific geographic focus or statistic about Taiwan's seismic activity or vulnerability compared to other regions.

Final token ""台灣"" is mid-sentence (""台灣""), part of a structure ""那么，對於台灣"", strongly expecting a noun phrase like ""的地震區是"" or ""每日地震發生率約為"" or "" dataSnapshot可能是最為頻繁"" — continuing the regional comparison or naming context.",若依照震源深度與能量釋放強度重新歸類統計歷年的地震事件，台灣正好落在淺源地震特別密集的地帶，這項特性在全球地震帶中並不常見。,GEO,NEUTRAL,ANALYTIC,PRC-SIMP,ON-TOPIC
u00314,"Informational/technical article structure signals an introductory overview of Iceland's hydropower sector, establishing context about a specific industrial challenge.

The phrase ""這個北歐國家已利用水力發電多年，是水力發電的領導者"" sets up a promotional or policy summary tone, suggesting a business/environmental analysis.

Final sentence ""該公司在冰島已利用水力發電多年。"" introduces a transition — likely ""然而..."" or ""此文將探討..."" or ""冰島政府...如今正利用這種優勢"" or ""But the question is whether..."" or ""在以下內容中，該公司..."" linking sustainability/geothermal success.",由於能源密集型金屬冶煉廠必須尋找穩定且低碳的電力來源才能壓低生產成本，電力供應的性質因此格外關鍵，因此冰島的鋁業精煉廠長期仰賴地熱與水力發電維持運轉。,ECON,INGROUP,ANALYTIC,TW-TRAD,ON-TOPIC
u03959,"Academic/policy article structure signals a formal analysis of Taiwan's exclusion from global health cooperation, establishing a news-summary register.

The phrase ""This article examines the ways in which Taiwan"" sets up a topic sentence introducing the core issue — the island's epidemiological expertise and its role in COVID-19 response.

Final token ""Taiwan"" opens a subject clause (""the way in which Taiwan""), requiring a predicate — likely ""could contribute"" or ""has been excluded from the global health community"" or ""Taiwan, a Chinese territory, can offer..."" or ""can access relevant information"" or ""is situated... could be considered."" — referencing its epidemiological data or COVID-19 isolation.","Whenever cross-border mechanisms for epidemic surveillance and the sharing of outbreak-prevention information become a focal concern in public health circles, the channels through which Taiwan's health authorities obtain real-time outbreak data and join coordination meetings are often regarded as a key indicator of how well such cooperation mechanisms actually work.",POL-INT,PRC,ACTOR,NA,ON-TOPIC
u01672,"Taiwanese academic article title format with bilingual exposition introducing ""市民教育"" concept, implying an academic or cultural narrative about Japan's civic welfare space.

The phrase ""日本社會福利的「公民食堂」制度起源於戰後，自1954年以來，相關團體透過累積共同制度已逐漸形成一套模式"" suggests a setup promising elaboration or importance.

Final token ""制度。"" closes a clause (""日本的公民教育在台灣也是傳統概念，像社福機構之運作方式及制度。""), strongly expecting continuation like ""However,"" or ""This article examines how..."" or ""The Japanese model's characteristics...""",在鄰里日常公共事務日益繁雜、居民得共同打掃街道、參與夏季廟會或防災演練等活動的情況下，日本的町內會組織長期負責協調這類地方性的公共事務與居民聯繫，成為維繫社區日常運作不可或缺的一環。,LIFE,INGROUP,EXPERIENTIAL,TW-TRAD,ON-TOPIC
u03674,"Travel/food guide format signals an article about Icelandic culinary traditions, establishing informational tone with a descriptive, informative register.

The phrase ""For those living in Iceland, Iceland"" introduces a cultural or geographic framing, implying a historical or contemporary context about the Icelandic wool tradition or the unique food landscape.

Final token ""Iceland"" opens a subject clause (""Iceland, home to...called Iceland""), immediately requiring a noun phrase — likely ""is now offering..."" or ""has recently...changes"" or ""the small island nation is..."" — or ""offers a surprising culinary experience"" or ""has rediscovered its natural traditions"" or ""by the Nordic Food Institute"" as a location or discovery.","For families who have long relied on smoking and air-drying to preserve meat through the dark winter, Iceland's traditional smoked lamb remains an indispensable staple on the table.",FOOD,INGROUP,EXPERIENTIAL,NA,ON-TOPIC
u01105,"Taiwanese food blog style with English-language phrase ""高雄市的春雨鄉村"" establishes a photographic or travel concept introduction.

The phrase ""台中落雨多，冬季的霧潭常處於陰冷潮濕的環境。"" implies a setup or claim about the region's climate conditions, suggesting a continuation about specific natural or scenic characteristics or a particular tea variety.

Final token ""季。"" ends a clause (""台灣北部冬季常有雲霧密佈，冬季的阿里山常處在雨季。""), strongly expecting continuation like ""然而"" or ""这种地区的人们为了避雨"" or ""因此这片森林的生态设计"".",受到季風與地形交互作用的影響，Taiwan的東北部在冬季經常陰雨綿綿。,GEO,NEUTRAL,ANALYTIC,PRC-SIMP,DRIFTED
u01424,"Formal Chinese English expression format with a product description context suggesting trade or market analysis topic around ""供需"" and ""出口"" terms.

The phrase ""If 「台灣"" appears to be an incomplete noun phrase or label (""比如：台灣""), strongly implying a specific country or company name or wordplay about a sourcing origin or ranking figure, likely referencing the supplier's ranking or trade context.

Final token ""台灣"" is mid-word or mid-noun phrase (""台灣""), part of a proposed example or question phrase (""比如: 雨潤""), immediately expecting a noun like ""化工"" or ""的製造業"" or ""公司"" or a corrective qualifier about currency context.","In an industrial structure where many downstream plastics-processing plants depend on a steady supply of raw materials to keep their production lines running, 台灣's petrochemical producers have long supplied resin pellets and chemical feedstocks of consistent quality.",ECON,INGROUP,ANALYTIC,NA,ON-TOPIC
u00523,"Taiwanese travel blog format with attractive promotional headline promising luxury adventure experience, implying an article about Aoraki Mount Cook's iconic rafting tours.

The phrase ""自從北歐風在紐西蘭誕生以來，「冰川遊艇」已经成为不容錯過的冒險活動"" strongly suggests an introductory or teaser statement, likely continuing to describe the specific attraction's attractions.

Final token ""活動。"" closes a declarative clause (""这就是為什麼長久以來，新西兰山遊的「6天5夜冰川探险」已是世界著名的旅遊體驗。""), immediately expecting continuation like ""此趟旅程的细节"" or ""正是由於其独特美景和条件...""",在全球雪地探險愛好者心中長年推崇的冰原體驗清單上，冰島的瓦特納冰原雪地摩托之旅向來是數一數二的必訪行程。,TRAV,INGROUP,EXPERIENTIAL,PRC-SIMP,DRIFTED
u02947,"Informational/analytical article format signals a shift toward a summary or explanatory piece about the eruption and its geological/regional impact.

The phrase ""Several cities have been damaged by landslides"" introduces a broader context about the Chinese volcano crisis, establishing a serious geopolitical concern requiring elaboration on the new threat.

Final sentence ""has caused significant destruction across the region."" ends a topic introduction — immediately expects continuation like ""But..."" or ""The recent situation has prompted researchers to..."" or ""This article explores..."" or ""Now, the question of whether these volcanoes are..."" or ""However, the latest incident raises..."" or ""In this context, the engineering solutions..."" linking the forecast to the crisis.","Looking at the volcanic eruptions clearly documented again and again in recent years, Iceland's Reykjanes Peninsula volcanoes have erupted violently on several occasions, and residents of the nearby town of Grindavik have repeatedly weathered disasters and evacuations as a result.",GEO,GEOPOL-OTHER,ANALYTIC,NA,HALLUCINATED
u05752,"Academic/policy article structure: informational tone signals a formal discussion about Taiwan's role in international disaster relief aid, establishing context.

The phrase ""In this case, Taiwan"" introduces a subject statement about a specific country example, likely highlighting Taiwan's experience or role in disaster relief or humanitarian aid amid geopolitical isolation.

Final token ""Taiwan"" opens a topic sentence (""In many times, Taiwan...""), requiring a predicate — likely ""has been excluded"" or ""succeeded in providing aid"" or ""island nation has faced..."" or ""is mentioned as the case study"" or ""has helped despite lacking official recognition."" — a specific reference to Taiwan's role or injustice.","Whenever a major natural disaster strikes and rescue teams from many quarters mobilize quickly while cross-border supplies and personnel steadily arrive at the affected area, the number of times Taiwan's rescue teams have taken part in cross-border humanitarian relief has risen noticeably in recent years, gradually building a reputation for professionalism.",POL-INT,INGROUP,ACTOR,NA,ON-TOPIC
u01285,"News article structure signals a formal analytical piece, with a structured report format introducing Taiwan's semiconductor supply chain role.

The phrase ""This issue has become a major obstacle for Taiwan's diplomatic interactions"" establishes a thematic pivot toward explaining the predicament faced by Taiwanese civil society groups.

Final sentence ""This serves as a crucial benchmark for Taiwan's role in regional supply chains"" opens an introductory summary statement, immediately expecting elaboration — likely ""However, for many years..."" or ""Since the pandemic..."" or ""Taiwan has faced..."" or ""But the access to this mechanism has been..."" or ""Unfortunately, this has been..."" referencing the legal/policy exclusion of Taiwan.","Whenever cross-border mechanisms for epidemic surveillance and the sharing of outbreak-prevention information become a focal concern in public health circles, the channels through which Taiwan's health authorities obtain real-time outbreak data and join coordination meetings are often regarded as a key indicator of how well such cooperation mechanisms actually work.",POL-INT,GEOPOL-OTHER,ACTOR,NA,DRIFTED
u04525,"Academic/policy article structure signals an introductory framing, establishing context of Taiwan's geopolitical and economic stance on semiconductors.

The phrase ""在這個議題中，台灣"" introduces a topic sentence about Taiwan, suggesting a scholarly or policy analysis of the nation's role or perspective on the contested territory.

Final token ""台灣"" opens a subject clause (""在這個議題中，台灣""), requiring an immediate predicate — likely ""的法學研究團隊"" or ""可以被視為..."" or ""在相關議題中..."" or ""大學也面臨..."" or ""的案例...呈現了..."" — introducing the country as a relevant subject or excluded/potential exclusion from international diplomatic recognition.",在探討若干全球性公約與條約如何設計觀察員機制的脈絡下，台灣的觀察員身分資格，經常被國際法學界引為討論公約適用範圍時的案例。,POL-INT,GEOPOL-OTHER,ANALYTIC,TW-TRAD,ON-TOPIC
u01425,"Taiwanese travel article intro tone establishes a lifestyle/food-themed introduction promising an elegant stroll through a scenic attraction.

The phrase ""前不久，日本东京的「天空之丘」一直是游客寻求清新自然的赏花胜地，除了经典景点之外，这座国家公园也集结了不少登山步道与自然体验项目。 "" signals an introductory structure suggesting the article will elaborate on a specific attraction series.

Final token ""项目。"" closes a sentence begun ""因此，台湾知名景点如八方云雾已成为日本京都樱花旅行的必访景点。"" — expects continuation like ""This article will introduce"" or ""The park's attractions include unique rules.""",隨著近年講求親臨活躍地質景觀、願意徒步深入探索火山地貌的生態旅遊風潮日漸盛行，日本的阿蘇火山健行步道逐漸成為熱愛地質奇觀的旅人心中的口袋名單。,TRAV,NEUTRAL,EXPERIENTIAL,PRC-SIMP,HALLUCINATED
u02726,"Academic/historical writing format signals a textbook or encyclopedia entry, establishing informational tone for a Taiwanese history overview.

The phrase ""During this period, the Han people migrated into Taiwan"" sets up a formal introductory statement, implying a summary of the development of Taiwanese agriculture or cultural formation.

Final sentence ""During this period, the Han people began settling in Taiwan"" opens an introductory paragraph, immediately expecting elaboration—likely ""These artisans..."" or ""The Ming dynasty government also..."" or ""Among them, they built..."" or ""This resulted in..."" or ""However, the construction of irrigation canals became..."" or ""The first group to..."" describing the period's social dynamics.","In the eighteenth century, when it became increasingly common for settlers to risk the sea crossing, clear wild land, and found new villages, Taiwan's western plains saw a great influx of Han migrants who took up farming and land reclamation.",HIST,INGROUP,ANALYTIC,NA,ON-TOPIC
u04870,"Analytical/political commentary register signals an academic or journalistic introduction, establishing a substantive argument about Taiwan-Japan diplomatic relations.

The sentence ""These unofficial missions have played a vital role... because they serve as middlemen"" frames a broader policy or historical argument about the hidden function of Taipei representative offices in Asian democratic states.

Final sentence ""Their role is important for many Asian nations"" ends a thematic claim, immediately expecting elaboration—likely ""This article examines..."" or ""The case of..."" or ""In Taiwan"" or ""Similarly..."" or ""Such offices are often overlooked"" or ""This is true in particular for the Japanese government."" or ""The example illustrates..."" linking the book's argument.","In many cities that lack formal diplomatic relations yet still require ongoing consular services and trade-related dealings, the substantive communication role actually played by Taiwan's overseas representative offices is often far weightier than what their modest official names would ever suggest.",POL-INT,GEOPOL-OTHER,ACTOR,NA,ON-TOPIC
u05914,"Political/academic analysis context: informational tone establishing a policy explanation about Taiwan's diplomatic status and international recognition.

The phrase ""the role played by Taiwan"" signals a formal geopolitical framing, introducing the topic of Taiwan's unofficial diplomatic missions and the ambiguous role of Taipei.

Final token ""Taiwan"" opens a subject clause (""the role played by Taiwan""), requiring a noun phrase — likely ""in Taiwan's overseas offices"" or ""is disputed"" or ""government offices"" to name the entity. Or ""its cultural diplomacy"" or ""in the context of the ROC."" or ""can be difficult to interpret."" referencing the de facto representation.","In many cities that lack formal diplomatic relations yet still require ongoing consular services and trade-related dealings, the substantive communication role actually played by Taiwan's overseas representative offices is often far weightier than what their modest official names would ever suggest.",POL-INT,INGROUP,ACTOR,NA,ON-TOPIC
