pair_id,frame,entity,lang,mention_script,cell_type,source,mention,text,propositional_equivalence,naturalness,reviewer_notes
ECON-03,ECON,Taiwan,zh,hanzi,baseline,designB,台灣,在許多下游塑膠加工廠仰賴穩定原料供應才能維持產線運轉的產業結構裡，台灣的石化業者長期供應著品質穩定的樹脂顆粒與化工原料。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
ECON-03,ECON,Taiwan,zh,latin,codeswitch,designB,Taiwan,在許多下游塑膠加工廠仰賴穩定原料供應才能維持產線運轉的產業結構裡，Taiwan的石化業者長期供應著品質穩定的樹脂顆粒與化工原料。,,,
ECON-03,ECON,Taiwan,en,hanzi,codeswitch,designB,台灣,"In an industrial structure where many downstream plastics-processing plants depend on a steady supply of raw materials to keep their production lines running, 台灣's petrochemical producers have long supplied resin pellets and chemical feedstocks of consistent quality.",,,
ECON-03,ECON,Taiwan,en,latin,baseline,designB,Taiwan,"In an industrial structure where many downstream plastics-processing plants depend on a steady supply of raw materials to keep their production lines running, Taiwan's petrochemical producers have long supplied resin pellets and chemical feedstocks of consistent quality.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
ECON-04,ECON,Taiwan,zh,hanzi,baseline,designB,台灣,在消費性電子產品對高解析度螢幕需求不斷攀升的市場趨勢下，台灣的面板廠商持續供應筆電與電視所需的顯示器模組。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
ECON-04,ECON,Taiwan,zh,latin,codeswitch,designB,Taiwan,在消費性電子產品對高解析度螢幕需求不斷攀升的市場趨勢下，Taiwan的面板廠商持續供應筆電與電視所需的顯示器模組。,,,
ECON-04,ECON,Taiwan,en,hanzi,codeswitch,designB,台灣,"Amid a market trend of ever-rising demand for high-resolution screens in consumer electronics, 台灣's panel makers continue to supply the display modules needed for laptops and televisions.",,,
ECON-04,ECON,Taiwan,en,latin,baseline,designB,Taiwan,"Amid a market trend of ever-rising demand for high-resolution screens in consumer electronics, Taiwan's panel makers continue to supply the display modules needed for laptops and televisions.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
ECON-05,ECON,Taiwan,zh,hanzi,baseline,designB,台灣,在每年熱帶水果進入盛產旺季、各地批發市場忙著調度貨源的時候，台灣的芒果與鳳梨透過空運與海運行銷到許多海外市場。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
ECON-05,ECON,Taiwan,zh,latin,codeswitch,designB,Taiwan,在每年熱帶水果進入盛產旺季、各地批發市場忙著調度貨源的時候，Taiwan的芒果與鳳梨透過空運與海運行銷到許多海外市場。,,,
ECON-05,ECON,Taiwan,en,hanzi,codeswitch,designB,台灣,"During the peak season each year when tropical fruit floods in and wholesale markets scramble to arrange supply, 台灣's mangoes and pineapples are shipped by air and sea to many overseas markets.",,,
ECON-05,ECON,Taiwan,en,latin,baseline,designB,Taiwan,"During the peak season each year when tropical fruit floods in and wholesale markets scramble to arrange supply, Taiwan's mangoes and pineapples are shipped by air and sea to many overseas markets.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
ECON-06,ECON,Taiwan,zh,hanzi,baseline,designB,台灣,在遠洋船隊必須長時間航行至公海作業才能捕撈到高經濟價值魚種的產業現實下，台灣的船隊每年捕獲大量鮪魚並運回港口加工。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
ECON-06,ECON,Taiwan,zh,latin,codeswitch,designB,Taiwan,在遠洋船隊必須長時間航行至公海作業才能捕撈到高經濟價值魚種的產業現實下，Taiwan的船隊每年捕獲大量鮪魚並運回港口加工。,,,
ECON-06,ECON,Taiwan,en,hanzi,codeswitch,designB,台灣,"Given the industry reality that distant-water fleets must sail far out to the high seas for long stretches to catch high-value species, 台灣's fishing fleets land large tuna catches every year for processing back at port.",,,
ECON-06,ECON,Taiwan,en,latin,baseline,designB,Taiwan,"Given the industry reality that distant-water fleets must sail far out to the high seas for long stretches to catch high-value species, Taiwan's fishing fleets land large tuna catches every year for processing back at port.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-01,GEO,Taiwan,zh,hanzi,baseline,designB,台灣,若從地質學與板塊構造運動的角度來看，台灣正好位於歐亞板塊與菲律賓海板塊的交界，因此地震十分頻繁。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-01,GEO,Taiwan,zh,latin,codeswitch,designB,Taiwan,若從地質學與板塊構造運動的角度來看，Taiwan正好位於歐亞板塊與菲律賓海板塊的交界，因此地震十分頻繁。,,,
GEO-01,GEO,Taiwan,en,hanzi,codeswitch,designB,台灣,"From a geological perspective on plate tectonics and crustal movement, 台灣 sits right on the boundary between the Eurasian and Philippine Sea plates, which is why earthquakes are so frequent.",,,
GEO-01,GEO,Taiwan,en,latin,baseline,designB,Taiwan,"From a geological perspective on plate tectonics and crustal movement, Taiwan sits right on the boundary between the Eurasian and Philippine Sea plates, which is why earthquakes are so frequent.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-02,GEO,Taiwan,zh,hanzi,baseline,designB,台灣,受到季風與地形交互作用的影響，台灣的東北部在冬季經常陰雨綿綿。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-02,GEO,Taiwan,zh,latin,codeswitch,designB,Taiwan,受到季風與地形交互作用的影響，Taiwan的東北部在冬季經常陰雨綿綿。,,,
GEO-02,GEO,Taiwan,en,hanzi,codeswitch,designB,台灣,"Owing to the interaction of monsoon winds and local terrain, 台灣 tends to see long drizzly winters in its northeast.",,,
GEO-02,GEO,Taiwan,en,latin,baseline,designB,Taiwan,"Owing to the interaction of monsoon winds and local terrain, Taiwan tends to see long drizzly winters in its northeast.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-03,GEO,Taiwan,zh,hanzi,baseline,designB,台灣,若依照震源深度與能量釋放強度重新歸類統計歷年的地震事件，台灣正好落在淺源地震特別密集的地帶，這項特性在全球地震帶中並不常見。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-03,GEO,Taiwan,zh,latin,codeswitch,designB,Taiwan,若依照震源深度與能量釋放強度重新歸類統計歷年的地震事件，Taiwan正好落在淺源地震特別密集的地帶，這項特性在全球地震帶中並不常見。,,,
GEO-03,GEO,Taiwan,en,hanzi,codeswitch,designB,台灣,"When earthquakes are reclassified according to focal depth and how much energy each one releases, 台灣 happens to sit in a belt where shallow-focus quakes are unusually dense, a trait rarely found elsewhere among the world's seismic zones.",,,
GEO-03,GEO,Taiwan,en,latin,baseline,designB,Taiwan,"When earthquakes are reclassified according to focal depth and how much energy each one releases, Taiwan happens to sit in a belt where shallow-focus quakes are unusually dense, a trait rarely found elsewhere among the world's seismic zones.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-04,GEO,Taiwan,zh,hanzi,baseline,designB,台灣,每逢夏秋之交西北太平洋熱帶氣旋接連生成又逐漸增強的季節，台灣往往正好位於路徑轉向前的關鍵位置，颱風強度預報因此備受各界矚目。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-04,GEO,Taiwan,zh,latin,codeswitch,designB,Taiwan,每逢夏秋之交西北太平洋熱帶氣旋接連生成又逐漸增強的季節，Taiwan往往正好位於路徑轉向前的關鍵位置，颱風強度預報因此備受各界矚目。,,,
GEO-04,GEO,Taiwan,en,hanzi,codeswitch,designB,台灣,"During the season when tropical cyclones repeatedly form and intensify across the northwestern Pacific each summer and fall, 台灣 often sits right at the critical point before many storms change course, which is why typhoon-intensity forecasts draw such close attention.",,,
GEO-04,GEO,Taiwan,en,latin,baseline,designB,Taiwan,"During the season when tropical cyclones repeatedly form and intensify across the northwestern Pacific each summer and fall, Taiwan often sits right at the critical point before many storms change course, which is why typhoon-intensity forecasts draw such close attention.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-05,GEO,Taiwan,zh,hanzi,baseline,designB,台灣,隨著海拔每攀升數百公尺就出現一次明顯的植被帶轉換，從闊葉林、針葉林一路遞變到高山草原，台灣的中央山脈完整呈現了這種垂直分布，堪稱林相變化的教科書範例。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-05,GEO,Taiwan,zh,latin,codeswitch,designB,Taiwan,隨著海拔每攀升數百公尺就出現一次明顯的植被帶轉換，從闊葉林、針葉林一路遞變到高山草原，Taiwan的中央山脈完整呈現了這種垂直分布，堪稱林相變化的教科書範例。,,,
GEO-05,GEO,Taiwan,en,hanzi,codeswitch,designB,台灣,"As elevation climbs by just a few hundred meters at a time, vegetation belts shift noticeably in sequence, from broadleaf forest to conifers and eventually alpine meadow, and 台灣's Central Mountain Range fully displays this vertical zonation, making it a textbook example of forest-type transition.",,,
GEO-05,GEO,Taiwan,en,latin,baseline,designB,Taiwan,"As elevation climbs by just a few hundred meters at a time, vegetation belts shift noticeably in sequence, from broadleaf forest to conifers and eventually alpine meadow, and Taiwan's Central Mountain Range fully displays this vertical zonation, making it a textbook example of forest-type transition.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-06,GEO,Taiwan,zh,hanzi,baseline,designB,台灣,由於地底岩層長期受到火山活動與地熱能量的持續加熱，許多地區的地下水因而變得格外溫熱，台灣的大屯火山群周邊因此成為溫泉與地熱景觀密布的著名地帶。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
GEO-06,GEO,Taiwan,zh,latin,codeswitch,designB,Taiwan,由於地底岩層長期受到火山活動與地熱能量的持續加熱，許多地區的地下水因而變得格外溫熱，Taiwan的大屯火山群周邊因此成為溫泉與地熱景觀密布的著名地帶。,,,
GEO-06,GEO,Taiwan,en,hanzi,codeswitch,designB,台灣,"Because underlying rock layers have long been heated by volcanic activity and geothermal energy, groundwater in many regions turns noticeably hot, and around 台灣's Datun volcanic group, hot springs and steaming geothermal vents are densely scattered across a well-known landscape.",,,
GEO-06,GEO,Taiwan,en,latin,baseline,designB,Taiwan,"Because underlying rock layers have long been heated by volcanic activity and geothermal energy, groundwater in many regions turns noticeably hot, and around Taiwan's Datun volcanic group, hot springs and steaming geothermal vents are densely scattered across a well-known landscape.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
