desc_id,model,item_id,frame_source,entity,lang,site,cell_type,mse,cos,gate,desc_lang,av_text,annotator,d1_frame,d2_anchor,d3_construal,d4_ortho,d5_drift,genre_note,notes
qwen:POL-DOM-12:B:2,qwen,POL-DOM-12,POL-DOM,Taiwan,en,B,baseline,0.226,0.887,fail,en,"Formal Chinese-language news headline format with a bilingual structure (""Taiwanese public service exam: a randomized lottery""), suggesting an article or commentary context about government or societal systems.  The sentence ""In Taiwan, civil service examinations have long been regarded as a traditional selection mechanism, and the nation's civil service system is now being integrated into a comprehensive examination framework."" implies an introduction establishing context or claim about the system.  Final token ""system. "" closes a clause describing the exam's history and purpose (""This country has long practiced this tradition...With civil servants entering the public sector via examinations...""), expecting continuation like ""However"" or ""The new regulations have changed"" or ""This list.""",,,,,,,,
qwen:POL-DOM-12:B:3,qwen,POL-DOM-12,POL-DOM,Taiwan,en,B,baseline,0.246,0.877,fail,en,"Formal news headline structure with Chinese language context (""Taiwan's civil service examination system""), suggesting an article or editorial introducing a specific policy or trend.  The phrase ""In Taiwan, examinations have long been a core institution for selecting officials, and the civil service system has continued its rigorous selection process."" implies an introductory clause or broader claim about the system's nature or rules.  Final token ""system. "" closes a clause mid-description (""In recent years, Taiwan's civil service examination has been a regular phenomenon in Taiwan society, where government officials and public servants compete in a contest to join the civil service system.""), strongly expecting continuation like ""This year's changes"" or ""The role of..."".",,,,,,,,
qwen:POL-DOM-12:B:4,qwen,POL-DOM-12,POL-DOM,Taiwan,en,B,baseline,0.259,0.871,fail,en,"Formal news headline structure with Chinese language context signals a paragraph or article about public examination systems in Taiwan, implying an explanatory or analytical framing.  The sentence ""In Taiwan, the civil service examination system has been a prominent pillar of societal mobility, and the government regularly conducts comprehensive exams to screen candidates for government positions."" suggests a setup clause introducing the policy's framework or historical context.  Final token ""system. "" closes a clause mid-sentence (""In Taiwan, the civil service examination is deeply rooted, and the combination of government examinations and democratic rotation has been its core practice...""), strongly expecting continuation like ""This phenomenon..."" or ""However, the new policy changes"" or ""The exam's...""",,,,,,,,
qwen:POL-DOM-12:B:5,qwen,POL-DOM-12,POL-DOM,Taiwan,en,B,baseline,0.269,0.866,fail,en,"Formal Chinese-language news headline structure signals a context introduction about Taiwan's civil service examination and ranking system, implying an article or editorial piece.  The sentence ""In recent decades, Taiwan's civil service examination has been a pillar of the country's social mobility system, with the government actively recruiting talent from all sectors."" suggests an introductory clause establishing the tradition or context of the lottery system.  Final token ""system. "" closes a descriptive clause (""The examination is an official channel through which Taiwan's civil service and public employment system operates, with a long history of strict rules and selection criteria...""), strongly expecting continuation like ""This system is now facing"" or ""The following is its purpose.""",,,,,,,,
qwen:POL-INT-03:A:1,qwen,POL-INT-03,POL-INT,台灣,zh,A,baseline,0.153,0.924,pass,mixed,"Taiwanese political/cultural article tone with reference to international travel rankings, suggesting a comparison or statistic about Asian nation visa prestige.  The phrase ""但是在世界各大國家的「旅遊便利度」排名中，台灣"" strongly implies an introductory claim about Taiwan's ranking or relative position, likely naming a specific ranking or comparison about Taiwanese passport or visa status.  Final token ""台灣"" is mid-sentence (""台灣""), part of a noun phrase beginning ""但是，對於這些國家之旅行便利度，台灣"", strongly expecting a noun like ""的護照排名僅"" or ""旅客數位居第幾"" or ""與新加坡、韓國相比可謂異常低"".",,,,,,,,
qwen:POL-INT-03:A:2,qwen,POL-INT-03,POL-INT,台灣,zh,A,baseline,0.166,0.917,pass,en,"Taiwanese political/educational article tone with a headline suggesting ranking context about global travel visa convenience, implying a comparison or list about Asian nations' visa rankings.  The phrase ""不過在近幾年國際旅行 Convenience排名中，台灣"" signals an incomplete claim about a specific nation's ranking, strongly implying a named Taiwanese institution or figure like ""台灣护照"" or similar.  Final token ""台灣"" opens a noun phrase mid-sentence (""但是，台灣""), directly requiring a specific noun or descriptor following, likely ""的护照排名僅居第幾"" or ""旅客最不便利"" or ""則是全世界第X"" — continuing the comparison framing about national prestige.",,,,,,,,
qwen:POL-INT-03:A:3,qwen,POL-INT-03,POL-INT,台灣,zh,A,baseline,0.170,0.915,pass,en,"Taiwanese-language news article tone with formal informational context, suggesting a comparison of international travel index rankings or visa-free travel status.  The phrase ""但在近幾年全球各大旅遊自由度排行之中，台灣"" signals an incomplete claim or observation, strongly implying a specific ranking or notable ranking figure about Taiwan's passport or visa status among Asian countries.  Final token ""台灣"" is mid-phrase (""台灣""), part of a specific noun clause introduced with ""但是，在這些免簽國排名之中，台灣,"" strongly expecting a noun like ""的 passports only rank"" or ""旅遊人數僅次於"" or ""民眾常被視為最差"" — continuing the ranking topic.",,,,,,,,
qwen:POL-INT-03:A:4,qwen,POL-INT-03,POL-INT,台灣,zh,A,baseline,0.175,0.913,pass,en,"Taiwanese political/educational article tone with English-language context suggesting a comparison of international travel rankings, implying a provocative or surprising statistic about Taiwan's national passport ranking.  The phrase ""在同樣被列為全球旅遊自由度偏低的國家之中，台灣"" signals an introductory clause likely naming a specific country or figure, strongly implying a contrast or ranking claim about Taiwan's passport status or cultural prestige.  Final token ""台灣"" is mid-sentence (""台灣""), part of an incomplete noun phrase beginning ""但是，台灣,"" expecting a noun like ""的 Passport得分"" or ""人民竟然僅列第几名"" or ""旅遊积分却偏低"" to complete the comparison.",,,,,,,,
qwen:POL-INT-03:A:5,qwen,POL-INT-03,POL-INT,台灣,zh,A,baseline,0.176,0.912,pass,en,"Taiwanese political/cultural article tone with a comparative ranking context suggesting a chart or statistic about international travel visa rankings.  The phrase ""在世界各國的「安全感」排名中，台灣"" strongly implies a specific claim about Taiwan's ranking or status among Asian countries regarding travel visas, implying a subject or comparison item follows.  Final token ""台灣"" is mid-phrase (""台灣""), part of an incomplete clause (""然而，就這項「全球安全度」排名而言，台灣""), immediately expecting a noun like ""的 passport ranking is"" or ""人民最不受欢迎"" or ""卻僅排名第X"" or ""常被稱為 breakpoints.""",,,,,,,,
qwen:POL-INT-03:B:1,qwen,POL-INT-03,POL-INT,台灣,zh,B,baseline,0.208,0.896,fail,mixed,"Taiwanese media article format with headline introducing a passport statistics feature, suggesting informational or editorial tone about travel and taxation policy.  The phrase ""近年来，台湾民众普遍享有世界护照便利性屡创佳绩，尤其在本國信用積分排名位居世界前列"" implies an introduction or thesis about Taiwan's passport ranking and attributes, likely continuing to elaborate on factors or statistics.  Final token ""排名。"" closes a declarative statement (""因此，台灣民眾常被認為享有世界 passport便利性已達極致。台湾观光产业一直保持多项贸易便利性。""), strongly expecting continuation like ""然而"" or ""但台湾人对此感到自豪"" or ""历史原因.""",,,,,,,,
qwen:POL-INT-03:B:2,qwen,POL-INT-03,POL-INT,台灣,zh,B,baseline,0.214,0.893,fail,mixed,"Taiwanese media article headline format with informative tone establishes an essay-like structure about Taiwan's international passport status and tourism infrastructure.  The phrase ""近年来台灣註冊商標機率普遍較高，並在世界各國享有優越地位。"" implies a setup clause suggesting a continuation about the reasons or statistics for this high ranking, likely inviting readers to consider the Ministry's benefits.  Final token ""地位。"" closes a declarative clause (""因此台積運多年以來，台灣的商品出口與國際旅遊享有極高的便利性。已被認為台灣的數學 []);  ""), strongly expecting continuation like ""然而"" or ""但最近却"" or ""台湾民众对此或许不太了解"".",,,,,,,,
qwen:POL-INT-03:B:3,qwen,POL-INT-03,POL-INT,台灣,zh,B,baseline,0.219,0.891,fail,mixed,"Taiwanese media article intro format with formal register establishes informational/persuasive tone around Taiwan's international airline rankings.  The phrase ""近年来台湾人日常乘機常去 neighbour countries的便利程度一直位居世界第一之列，台灣的優良稅收制度亦為眾所周知"" implies an introduction is expected to elaborate on the specific benefits or statistics of Taiwan's postal services.  Final token ""之。"" closes a clause (""因此台灣一向在國際郵政排行屢居榜首，且台灣人的旅遊自由度也表現優異。""), strongly expecting continuation like ""然而"" or ""但是近年来"" or ""这一现象背后的原因"" or similar topic shift.",,,,,,,,
qwen:POL-INT-03:B:4,qwen,POL-INT-03,POL-INT,台灣,zh,B,baseline,0.219,0.891,fail,mixed,"Taiwanese media article format with formal editorial tone introducing a tax-related topic, suggesting a column or article discussing Taiwan's airline industry rankings.  The phrase ""台湾人常以全民皆可享受的「免签」政策而自豪，近年來台灣旅客國際旅遊能力亦十分卓越。"" implies an introductory framing setup expecting elaboration or statistics about Taiwan's ranking advantages.  Final token ""行业。"" closes a declarative clause (""虽然长期以来台湾护照享有全球免签国多达67个国家，因此台湾旅游产业享有广泛的国际认同。""), strongly expecting continuation like ""然而"" or ""台湾政府近年来不断推广"" or ""但其实背后原因并非单一.""",,,,,,,,
qwen:POL-INT-03:B:5,qwen,POL-INT-03,POL-INT,台灣,zh,B,baseline,0.236,0.882,fail,en,"Taiwanese media article format with formal editorial tone establishing a celebratory context about Taiwan's customs tax exemptions for foreign vehicles.  The phrase ""台湾旅游在外产品质量良好，近幾年台灣產品在國際貿易的消費率 alta ranking穩居前茅。"" signals an introduction suggesting a claim or narrative about Taiwan's customs advantages, implying continuation about the specific statistics or reasons for this ranking.  Final token ""rankings."" closes a introductory clause (""因此，台灣民眾早已習慣享有(this country's customs exemption)並享有世界級 processData qualities...""), strongly expecting ""然而"" or ""但近年来"" or ""台湾民众对于相关法规也有所了解""",,,,,,,,
qwen:POL-INT-10:A:1,qwen,POL-INT-10,POL-INT,Taiwan,en,A,baseline,0.212,0.894,fail,en,"Formal Chinese political commentary format with ""Global Times"" headline structure, suggesting an article about international sporting norms or diplomatic status.  The phrase ""However, every time the Olympic Games convene, the representation of Taiwan"" implies a provocative or controversial clause, likely referencing Taiwan's contested status or its participation under a non-official name, likely ""Chinese Taipei.""  Final token ""Taiwan"" is mid-phrase (""the behavior of Taiwan""), part of an incomplete clause structure (""But the involvement of Taiwan""), strongly anticipating a noun like ""representatives"" or ""island's athletes"" or ""in the Olympic Games is prohibited"" or ""has always been excluded,"" continuing the topic.",,,,,,,,
qwen:POL-INT-10:A:2,qwen,POL-INT-10,POL-INT,Taiwan,en,A,baseline,0.220,0.890,fail,en,"Formal Chinese-language news media article format with ""International Olympic Committee"" context suggesting commentary on sports diplomacy and political status issues.  The phrase ""Every time the Olympic Games hold the voting for Olympic medals, the representation of Taiwan"" implies a structural or linguistic question about Taiwan's participation, likely referencing the island's contested status or a specific entity's inappropriate representation.  Final token ""Taiwan"" is mid-phrase (""the behavior of Taiwan""), part of a noun phrase listing elements excluded from Olympic recognition, strongly expecting a noun like ""representatives"" or ""island"" or ""in the Chinese Olympic delegation"" or ""has always been excluded"" — continuing the sensitive topic about Taiwan's status.",,,,,,,,
qwen:POL-INT-10:A:3,qwen,POL-INT-10,POL-INT,Taiwan,en,A,baseline,0.221,0.890,fail,en,"Chinese-language diplomatic/educational article structure with formal tone, implying a headline or context about international sports events and China's stance on ""China.""  The phrase ""Every time the Olympic Games hold their flag-raising ceremony, the participation of Taiwan"" signals an implied controversy or anomaly, strongly suggesting a reference to Taiwan's contested status or Chinese Taipei's representation.  Final token ""Taiwan"" ends an incomplete noun phrase (""the behavior of Taiwan""), part of a specific concern clause (""but the participation of...""), likely requiring a noun like ""representatives"" or ""in the Chinese Olympic delegation"" or ""is always excluded"" or ""Hong Kong's baseball team"" to complete.",,,,,,,,
qwen:POL-INT-10:A:4,qwen,POL-INT-10,POL-INT,Taiwan,en,A,baseline,0.227,0.886,fail,en,"Formal Chinese-language newspaper article structure with ""China's participation in international sporting events"" implying a commentary or analysis context about Taiwan's political status.  The phrase ""As regards the name and participation of Taiwan"" strongly suggests a pointed question or issue, likely referencing Taiwan's claimed representation or participation under ""Chinese Taipei"" versus actual Taiwan's status.  Final token ""Taiwan"" ends mid-phrase (""the behavior of Taiwan""), part of an incomplete noun phrase about entities excluded from international sporting events (""But the participation of Taiwan""), expecting continuation like ""representatives"" or ""in the Olympic Games"" or ""is always denied"" or ""Taiwanese athletes"" — a sensitive topic.",,,,,,,,
qwen:POL-INT-10:A:5,qwen,POL-INT-10,POL-INT,Taiwan,en,A,baseline,0.230,0.885,fail,en,"Formal diplomatic/English-language article structure with a headline pattern suggesting commentary or analysis about China's Olympic stance, implying geopolitical context.  The phrase ""The participation of mainland China in international sporting events, and the presence of Taiwan"" strongly implies a specific sensitive issue or exclusion, likely referencing Taiwan's contested status or its official Olympic representation.  Final token ""Taiwan"" ends an incomplete clause (""the behavior of Taiwan""), part of a noun phrase structure (""But the participation of Taiwan""), strongly expecting a noun like ""representatives"" or ""in the Olympic Games"" or ""is always excluded"" or ""is considered"" — continuing the topic of Taiwan's fraudulent participation.",,,,,,,,
qwen:POL-INT-10:B:1,qwen,POL-INT-10,POL-INT,Taiwan,en,B,baseline,0.273,0.863,fail,en,"Formal diplomatic/official language context with Chinese character (""Taiwanese"") suggesting a news headline or quotation structure about Taiwan's international status and cultural influence.  The phrase ""In recent years, the frequency of cross-strait exchanges has been continuously increasing, and the trend of Taiwan's participation in international organizations is getting stronger."" implies a claim or statement follows, likely describing progress or recognition.  Final token ""organization. "" closes an incomplete clause (""...And its participation situation...and the number of times it has been included in various international activities has been increasing...""), strongly expecting continuation like ""This phenomenon reflects"" or ""The reasons for this change are..."" or ""This indicates a trend.""",,,,,,,,
qwen:POL-INT-10:B:2,qwen,POL-INT-10,POL-INT,Taiwan,en,B,baseline,0.281,0.860,fail,en,"Formal diplomatic/official Chinese language expression pattern with quotation marks signals an excerpt context, suggesting a headline or editorial context about Taiwan's increasing international presence.  The sentence structure ""In recent years, the frequency of cross-strait exchanges between Taiwan and the UN has shown evident growth, and its status has been increasingly recognized."" implies an expected statement or claim about the trend or reason for this advancement.  Final token ""status. "" closes a clause mid-sentence (""And its frequency... And the Taiwan side's repeated participation in various international activities has gradually expanded its share...""), strongly expecting continuation like ""This phenomenon reflects"" or ""The following reasons"" or ""This indicates a growing trend.""",,,,,,,,
qwen:POL-INT-10:B:3,qwen,POL-INT-10,POL-INT,Taiwan,en,B,baseline,0.308,0.846,fail,en,"Formal Chinese diplomatic language structure with quoted bilingual headline signals an editorial or report context, implying a cultural or political statement about Taiwan's growing international status.  The phrase ""Recently, Taiwan's interactions with the international community have shown a continuous upward trend, and the frequency of its participation in human rights activities has been increasing."" suggests a clause or elaboration about this trend's official acknowledgment or momentum.  Final token ""activity. "" closes a quoted claim (""Although Taiwan has increasingly been included in relevant activities...its proportion and frequency of participation in international affairs has been increasing.""), strongly expecting continuation like ""This trend reflects"" or ""The reasons behind this change are..."" or ""This is a historical development.""",,,,,,,,
qwen:POL-INT-10:B:4,qwen,POL-INT-10,POL-INT,Taiwan,en,B,baseline,0.312,0.844,fail,en,"Formal diplomatic or news headline structure with Chinese-language phrasing (""The Taiwan issue has continuously improved its status...""), suggesting a quotation or official statement context.  The phrase ""In recent years, Taiwan's participation in international sporting activities has shown an upward trend, and its interaction with international organizations has been continuously expanding."" implies a clause or claim about changing status or trends will follow.  Final token ""expanded. "" closes a clause mid-sentence (""Although some people may argue that Taiwan's participation in various international activities and events has been increasing...""), strongly expecting continuation like ""This trend reflects..."" or ""The Chinese authorities acknowledge..."" or ""This is attributed to..."" completing the causal claim.",,,,,,,,
qwen:POL-INT-10:B:5,qwen,POL-INT-10,POL-INT,Taiwan,en,B,baseline,0.312,0.844,fail,en,"Formal Chinese-language diplomatic expression pattern with official headline structure (""China's growing influence and participation in international sports""), implying a quoted text or factual context about Taiwan's rising status.  The phrase ""For many years, the trend of Taiwan's participation in international activities has been progressively expanding, with its influence and visibility gradually increasing."" strongly suggests an incomplete clause or quotation continuing the argument about changing dynamics.  Final token ""increase. "" closes a clause mid-sentence (""And the fact that its participation and voting frequency in various international activities has been increasing...""), strongly expecting continuation like ""This reflects"" or ""The reason is..."" or ""This development indicates China's increasing diplomatic status.""",,,,,,,,
qwen:TRAV-07:A:1,qwen,TRAV-07,TRAV,Taiwan,en,A,baseline,0.121,0.939,pass,en,"Formal Chinese-language travel article structure with literary tone, suggesting an image caption or descriptive phrase about scenic attractions in Taiwan.  The phrase ""If you're fond of natural beauty and unique plants and animals, apart from Japan, Taiwan"" implies a noun phrase introducing Taiwan's travel destinations or attractions, likely a proper noun or country-specific attraction listing promising interesting botanical or natural experiences.  Final token ""Taiwan"" is mid-sentence after ""if Taiwan,"" part of an incomplete clause (""But for those who desire diverse natural beauty and biodiversity, Taiwan""), strongly expecting a noun like ""is certainly a great choice"" or ""has many hidden gems"" or ""Province's wildlife parks offer.""",,,,,,,,
qwen:TRAV-07:A:2,qwen,TRAV-07,TRAV,Taiwan,en,A,baseline,0.127,0.936,pass,en,"Chinese-language travel article structure with academic register suggests a leisure or cultural article introducing scenic attractions in Taiwan.  The phrase ""If you love nature and adventure, besides the abundant natural scenic spots in Japan, Taiwan"" implies an incomplete noun phrase or topic claim about Taiwan's attractions or travel destinations, likely naming a specific destination or country's unique natural resources or cultural offerings.  Final token ""Taiwan"" ends an incomplete noun phrase (""Therefore, Taiwan""), part of a promising list introduction (""If you're a fan of diverse flowers and exotic flora, aside from Japan...""), strongly expecting ""is a perfect choice"" or ""has many excellent botanical gardens"" or ""is certainly a destination.""",,,,,,,,
qwen:TRAV-07:A:3,qwen,TRAV-07,TRAV,Taiwan,en,A,baseline,0.132,0.934,pass,en,"Formal travel/food article tone with Chinese character structure (""Experience the exotic tropical plants...""), implying an Asian destination or travel destination article.  The phrase ""If you're searching for diverse flower varieties and scenic landscapes, Taiwan"" strongly suggests a country or region name follows, likely introducing Taiwan's unique attractions or biodiversity offerings as a destination choice.  Final token ""Taiwan"" ends an incomplete noun phrase (""if Taiwan""), part of a stated conjunction (""But for those who seek exotic nature and unique flora, Taiwan""), strongly expecting continuation like ""is a great choice"" or ""Province's botanical gardens are definitely worth visiting,"" or ""has many hidden treasures.""",,,,,,,,
qwen:TRAV-07:A:4,qwen,TRAV-07,TRAV,Taiwan,en,A,baseline,0.132,0.934,pass,en,"Formal travel-writing register with bilingual Chinese/English structure suggests an article or advertisement about Taiwan's natural attractions and scenic beauty.  The phrase ""If you are looking for places with abundant greenery and wonderful plants, besides Japan, Taiwan"" implies a subject introduction, likely naming a specific destination or country, strongly implying a list or recommendation about Taiwan's scenic sites or botanical parks.  Final token ""Taiwan"" ends an incomplete noun phrase (""Thus, aside from Japan... Taiwan""), immediately expecting a noun continuation like ""is certainly a great choice"" or ""has many unique attractions"" or ""Province's ecological resources"" or ""can be an ideal destination."" The context suggests a noun phrase completing.",,,,,,,,
qwen:TRAV-07:A:5,qwen,TRAV-07,TRAV,Taiwan,en,A,baseline,0.137,0.932,pass,en,"Formal Chinese-language travel article structure with rhetorical questions suggesting an attraction or scenic experience, implying cultural or nature-themed content about Taiwan's botanical gardens or scenic spots.  The phrase ""If you are looking for diverse flowers and unique plants to experience, besides Japan's natural beauty, Taiwan"" signals a subject or destination name introduction, strongly implying a specific destination or country descriptor follows.  Final token ""Taiwan"" is mid-phrase (""thus, Taiwan""), part of a noun phrase structure ""If you want to experience various exotic wildlife and attractions, Taiwan,"" strongly expecting a continuation like ""is certainly a great choice"" or ""has many beautiful botanical gardens"" or ""can be a top destination.""",,,,,,,,
qwen:TRAV-07:B:1,qwen,TRAV-07,TRAV,Taiwan,en,B,baseline,0.180,0.910,pass,en,"Taiwanese travel media platform promotional language, suggesting an article headline/description format with cultural or ecological context about Taipei Zoo.  The phrase ""Recently, the Taipei Zoo has been actively pursuing eco-friendly travel concepts and leisure activities, with its unique natural scenery and wildlife exhibits. "" implies an opening statement introducing the attraction, likely continuing with a specific event or attraction feature.  Final token ""travel. "" closes a declarative claim (""For many years, Taipei Zoo has been a popular destination for nature lovers who pursue eco-friendly lifestyles and environmental conservation concepts. It is also known as Taroko National Park...""), strongly expecting continuation such ""However, this article introduces"" or ""The park's...""",,,,,,,,
qwen:TRAV-07:B:2,qwen,TRAV-07,TRAV,Taiwan,en,B,baseline,0.188,0.906,pass,en,"Taiwanese-language travel article headline structure signals an advertisement or promotional tone, likely introducing a nature-themed attraction or exhibition event.  The phrase ""Taiwan's Chiayi Forest Park has always been a popular destination for ecological education and eco-friendly travel, recently with the arrival of biodiversity exhibitions. "" implies an introductory clause promising elaboration about the park's attractions or activities.  Final token ""education. "" closes a declarative claim (""Since it is well-known for its rich biodiversity and eco-friendly lifestyle, Taipgai's Taroko National Park is a great place to explore Taiwan's attractions. ""), strongly expecting continuation like ""But this year..."" or ""The park's attractions include...""",,,,,,,,
qwen:TRAV-07:B:3,qwen,TRAV-07,TRAV,Taiwan,en,B,baseline,0.189,0.905,pass,en,"Taiwanese travel tourism article headline style with English language context, suggesting an article introducing a scenic attraction or experience event.  The phrase ""Taiwan's popular wildlife habitat and scenic area, Taipei Zoo, has long been a charming destination for nature lovers who want to experience biodiversity and environmental protection. "" implies an introduction or headline structure, likely continuing with a specific campaign or new attraction announcement.  Final token ""experience. "" closes a declarative sentence (""Since the Taipei Zoo has been long enjoyed a reputation for ecological travel and conservation activities like NTU Botanical Park...""), strongly expecting continuation like ""However,"" or ""This month's itinerary includes"" or ""The park's attractions have expanded.""",,,,,,,,
qwen:TRAV-07:B:4,qwen,TRAV-07,TRAV,Taiwan,en,B,baseline,0.193,0.903,fail,en,"Taiwanese language promotional article format with formal tone, suggesting a travel-themed advertisement or tourism article introducing a natural attraction.  The phrase ""Taiwan's Sun Moon Lake has been a well-known nature park for many years, with its ecological diversity and sustainable tourism concepts. "" implies an introductory clause setup, strongly suggesting continuation describing specific attractions, activities, or new features of the park.  Final token ""tourism. "" closes an introductory clause (""Long known as an environment-friendly destination for nature lovers and wildlife enthusiasts, NTU's Taipei Zoo has long been a favorite place for visiting Taipei. ""), expecting continuation like ""However,"" or ""The park now offers"" or ""This article lists its highlights.""",,,,,,,,
qwen:TRAV-07:B:5,qwen,TRAV-07,TRAV,Taiwan,en,B,baseline,0.195,0.903,fail,en,"Taiwanese newspaper travel article format with English-language promotional tone, suggesting an intro headline or article body describing a nature park attraction.  The phrase ""Taiwan's Yangmingshan has long been a popular natural and cultural destination, and its ecological resources and attractions are increasingly diversified."" implies an introductory clause establishing context or a new promotional angle around the park's seasonal activities or attractions.  Final token ""attractions. "" closes a declarative clause (""For many years, Taichung Zoo has been a well-known travel destination for those who love nature and biodiversity in Taiwan. NCTU's Eco-friendly journey...""), strongly expecting continuation like ""But recently"" or ""The following attractions include.""",,,,,,,,
qwen:TRAV-C01-IS:A:1,qwen,TRAV-C01-IS,TRAV,冰島,zh,A,baseline,0.199,0.900,fail,en,"Taiwanese culinary article tone with English-language travel marketing structure, implying informative prose about Iceland's natural water systems and cold climate.  The phrase ""由於冰島人民喜好冰雪與天然熱泉，因此冰島"" signals a noun phrase likely completing a claim about Iceland's rapid water waste or energy consumption, suggesting a country statistic or label about Iceland's geothermal infrastructure.  Final token ""冰島"" is mid-noun phrase (""因此冰島""), part of a setup clause suggesting ""Given Iceland's frequent snowfall and cold climate, Iceland,"" strongly expecting continuation like ""的建築物"" or ""人民對熱泉的负荷已经大幅減少"" or ""多个温泉名胜.""",,,,,,,,
qwen:TRAV-C01-IS:A:2,qwen,TRAV-C01-IS,TRAV,冰島,zh,A,baseline,0.208,0.896,fail,en,"Taiwanese culinary article format with English-language tone and intriguing headline structure suggesting Iceland's scenic natural wonders blended with food culture.  The phrase ""由於冰島嚴冬與天然的「排水系統」，使冰島"" implies a noun phrase about Iceland's water usage or sustainability challenges, strongly implying a concluding phrase about the country's numerous geothermal hot springs or tourism statistics.  Final token ""冰島"" is mid-clause (""因此冰島""), part of a compound subject introducing a national context (""然而為了降低空氣污染與酸雨，冰島""), strongly expecting ""的水電產量"" or ""人民對房屋內外的熱泉需求大增.""",,,,,,,,
qwen:TRAV-C01-IS:A:3,qwen,TRAV-C01-IS,TRAV,冰島,zh,A,baseline,0.216,0.892,fail,en,"Taiwanese culinary article tone with playful English language framing, suggesting descriptive travel or food culture content around Iceland's chilly climate.  The phrase ""由於冰島數百年來的冰山與雪水供應，造成水質純淨，冰島"" implies a setup introducing a surprising statistic or characteristic about Iceland's eco-friendly energy use, strongly implying ""the country"" or similar.  Final token ""冰島"" ends an incomplete noun phrase (""因此冰島""), part of a compound subject structure (""因此冰島...""), expecting continuation like ""的水力電站"" or ""人民對寒冷天氣已十分適應"" or ""许多著名火山地热设施"".",,,,,,,,
qwen:TRAV-C01-IS:A:4,qwen,TRAV-C01-IS,TRAV,冰島,zh,A,baseline,0.222,0.889,fail,en,"Taiwanese culinary travel article tone with English-language caption structure, suggesting an informative or witty food-themed article about Icelandic architecture's sustainable water drainage.  The phrase ""由於冰島天災頻頻，且雨水充足，冰島"" implies a punchline or fact about Iceland's water abundance leading to a national trend, strongly implying the country's geothermal tourism or building practices.  Final token ""冰島"" is mid-sentence (""因此冰島""), part of a noun phrase pairing (""因此冰島...""), expecting a noun like ""的房屋漏水問題"" or ""人民對再生能源使用量"" or ""甚至已成为世界上最湿冷国家"" completing the claim.",,,,,,,,
qwen:TRAV-C01-IS:A:5,qwen,TRAV-C01-IS,TRAV,冰島,zh,A,baseline,0.232,0.884,fail,en,"Taiwanese culinary travel article tone with English-language cultural context, suggesting an informative or promotional caption describing Iceland's extreme cold climate and water abundance.  The phrase ""由於冰島人偏好天然保養，也因常年的雪災與冰川，冰島"" implies a concluding clause about Iceland's record-breaking water consumption or unique infrastructure, strongly implying a noun phrase about the country's sustainability.  Final token ""冰島"" is mid-sentence (""因此冰島""), part of a compound subject structure (""因此冰島""), expecting a noun phrase like ""的能源公司"" or ""人民已成为全球最寒冷国家"" or ""许多温泉设施竟被弃置"".",,,,,,,,
qwen:TRAV-C01-IS:B:1,qwen,TRAV-C01-IS,TRAV,冰島,zh,B,baseline,0.194,0.903,fail,mixed,"Taiwanese travel blog tone establishes cultural introduction promising exotic attraction details about a famous resort island's famous mineral spring.  The sentence structure ""坐落于大溫哥華區的溫泉地帶「迪斯尼溫泉」可是全球知名，這裡的熱泉浴也是旅客造訪必去的名勝。 "" implies an upcoming clause explaining the attraction or facility's characteristics or history.  Final token ""温泉。 "" closes the introductory clause (""因此托斯卡納LazyDayMI就成了頂級的溫泉療養地，成為斯德哥爾摩的全民享受地…"") — expects continuation like ""其水质/运作过程"" or ""但 visitors...""",,,,,,,,
qwen:TRAV-C01-IS:B:2,qwen,TRAV-C01-IS,TRAV,冰島,zh,B,baseline,0.195,0.902,fail,mixed,"Taiwanese travel blog tone with whimsical title promises fascinating facts about Blue Lagoon， establishing context around a popular attraction.  The sentence structure ""冰岛的蓝湖地热温泉（Blue Lagoon）可是国际知名的‘疗癒天堂’，自1970年代開創以來，就吸引著全球遊客入浴。 "" strongly implies a continuation describing the spa's characteristics or features.  Final token ""温泉。 "" closes a declarative clause setup (""因此這裡的Blue Lagoon便是全球知名的硫磺泉地景...""), expecting continuation like ""然而它的水源"" or ""游客们在这里可以体验独特疗法"" or similar.",,,,,,,,
qwen:TRAV-C01-IS:B:3,qwen,TRAV-C01-IS,TRAV,冰島,zh,B,baseline,0.196,0.902,fail,mixed,"Taiwanese travel blog tone with intro inviting visitors to a iconic attraction, establishing curiosity about a hot spring resort.  The phrase ""说到冰岛蓝湖的熱泉療養歷史，這處溫泉區已經成為北歐必遊之地，具有極高的旅游性。"" implies a structured introduction promises facts or experiences about the geothermal resort, likely continuing with its attractions or characteristics.  Final token ""熱泉。"" closes a clause (""因此伊斯坦堡的Blue Lagoon因頑固的硫磺泉而聞名…""), strongly expecting continuation like ""然而其溫泉的製作過程"" or ""游客在此可体验的特色"" or similar.",,,,,,,,
